"","V1"
"B0034THXTK-AE6JKLX31K6UH",3
"B0034THXTK-AN0FIINPMMYJ7",3
"B0034TZONM-A14P2SR33DTMAN",3
"B0034TZONM-A3M41R3RF8ADFY",3
"B0034TZONM-A3NV8MIFCGSLOC",5
"B0035ER8OY-ATF8FVBLVFHBH",4
"B0036DDT6U-A2EAZIPQVFTBSY",4
"B003DD00JC-A12873FRGDD9HF",4
"B003DD00JC-A1CNQFJ71RMCEL",4
"B003DD00JC-A1WYZVZCQ0UXNB",4
"B003DD00JC-A2IFBYDQ7EQDID",4
"B003DD00JC-A3RR41MGHH8DXO",4
"B003DM8MHA-A1H8SKEB68CQQ8",4
"B003H1UHJS-A1N6J7RJZEGBC1",5
"B003S6KFKI-A2NJ971R7SPKMW",5
"B003S6KFKI-A2ZN4Z64QH3321",4
"B003S6KFKI-ASXFS0RL5F2TE",4
"B003S6KFKI-AYXPRA7MAKF9F",5
"B003U6628A-A1IRCUEQMCYD5X",2
"B003U8EN7A-A3UF5C8L4B5QGP",4
"B003U8EN7A-AKN87V1NN7E2J",4
"B003V4AJSU-A1MLW6LFX1ZSMG",3
"B003V4AJSU-A1VVXITN8DH2CC",4
"B003V4AJSU-A1YJFL2VWGIXEO",1
"B003V4AJSU-A23GJP3DRWFPFZ",4
"B003V4AJSU-A2F16HQGKTO9A4",4
"B003V4AJSU-A38IWK8GOCK14X",4
"B003V4AJSU-A3OYKAHJSCXO8T",4
"B003V4AJSU-A6N0S3D530WUS",1
"B003VNKLF2-A1FHFJJCLVQRPX",4
"B003WFU51E-A3UOARRDS6ZQ0B",1
"B003WOLOD8-A243XTQBK4E1HG",1
"B003X26V50-A1IPY9UBUHRZ46",4
"B003X26V50-A2I7CFL6GT4N90",3
"B003X26V50-A3LLF2BWK1ZPPS",4
"B003YHOXFY-A1M5FEUHT4XYI8",5
"B003YHOXFY-A3NU3ZAP2ITGQQ",4
"B003YHOXFY-AT754MBW4PLQO",3
"B003YMS31Y-AGVL3UC7BVN92",5
"B003ZX7RL4-A13R9OS43PYJ13",4
"B003ZX7RL4-A15MXHHURYCPAY",5
"B003ZX7RL4-A1CBZW422YSW8N",4
"B003ZX7RL4-A1H2M5WYOISEIL",4
"B003ZX7RL4-A1HZA7M3A3MBLN",5
"B003ZX7RL4-A1NM9MWJVSGBUC",4
"B003ZX7RL4-A1OGU5FS3HDPAI",5
"B003ZX7RL4-A1R4830GBU8UIM",4
"B003ZX7RL4-A1RL0S1SM6DOG8",4
"B003ZX7RL4-A1S3SIR4PJ438L",1
"B003ZX7RL4-A1U79NKBZF4OUH",4
"B003ZX7RL4-A1UL61RV8BD4LF",4
"B003ZX7RL4-A2A5M3WZBZDA2K",4
"B003ZX7RL4-A2BL4LD5ZAUV24",4
"B003ZX7RL4-A2BLTBJTY0R06I",4
"B003ZX7RL4-A2E9F4PTGLXXQE",4
"B003ZX7RL4-A2EDR4P4R9NQXF",5
"B003ZX7RL4-A2ENA5VISPVAYO",5
"B003ZX7RL4-A2HH0XBOKWAUGG",4
"B003ZX7RL4-A2JDMWUR6S3VMH",4
"B003ZX7RL4-A2NSB5TE5XTV7E",4
"B003ZX7RL4-A2RF4F6UZQ5WCR",4
"B003ZX7RL4-A2Z3U6CK0SNRO",4
"B003ZX7RL4-A31QMOYILAW2O",5
"B003ZX7RL4-A322K1GJGSTOTN",2
"B003ZX7RL4-A34TIWMCX183A4",4
"B003ZX7RL4-A36JU9HDKSU8KX",4
"B003ZX7RL4-A3A6SXALOA9ROY",4
"B003ZX7RL4-A3AWCQHFRCQA7G",4
"B003ZX7RL4-A3PKW1307KSX3R",3
"B003ZX7RL4-A3TQ7ZCIJDNTOQ",4
"B003ZX7RL4-A3TY3UCIUZGGF",4
"B003ZX7RL4-A3U3BEZMH3F01Q",4
"B003ZX7RL4-AEV709LOW730W",4
"B003ZX7RL4-AFYHTOZBD50X4",4
"B003ZX7RL4-AI2P7YRAKXQZS",4
"B003ZX7RL4-ARZW5JRQZU6K9",4
"B003ZX7RL4-AU82QVFN64OI6",5
"B004159RH2-A17D82TTT4V15X",3
"B004159RH2-AQ9IND4H60051",3
"B0041E1RSA-A2M9HVCFYH7U3Y",1
"B0041RSFY6-A24ZHE0SC9N6S0",3
"B0042ORU08-A15XN2VGA5SBFF",5
"B0042ORU08-A2BOCPHTCTWHVF",4
"B0042ORU08-A2SGI279JYW8QA",5
"B0042ORU08-A33NVW93HFEQID",5
"B0042ORU08-A3Q280CQRL0I99",4
"B0042ORU08-AARRD8J8625D3",3
"B0042ORU08-APEC41HPA7SZ8",4
"B004343W5E-A131SPI6VYVZE3",5
"B004343W5E-A1YHYEDJE7PB2E",4
"B004343W5E-A37HUTLA6DMNU4",3
"B004343W5E-AMRQLG2DADUOF",2
"B00465OG9G-A32ZAQBNBH65VE",4
"B00466R0V6-A1JQGAQ38P6CC2",3
"B00466R0V6-A1PC1O6O68PWLN",3
"B00466R0V6-A1R5E1KU2V6ME2",1
"B00466R0V6-A2SYBLVTJCKOQ",5
"B00466R0V6-A3R6WLJBYWBHIS",4
"B0046LTU9G-A1YLTS72R1ZHWH",4
"B0046LTU9G-A22JQ98QWZEH4G",2
"B0046LTU9G-A3L523ROQDNLIR",4
"B004748YPS-A1A9IGBQ29HEHL",3
"B004748YPS-A2DKHTEPT98EC3",4
"B00478P1EQ-A2HQU5K4C7MQB5",4
"B00485CGHS-A2AKUL4C6O0BW2",4
"B00485CGHS-A2O8VCG3FWKW59",5
"B00485CGHS-A3CYH5O2RSGU1U",2
"B00485CGHS-AEQ35J1HZGZKQ",2
"B004A1TYAM-A1KJCPLEA43YWO",3
"B004A1TYAM-AU0UEAO5QQJGW",4
"B004AFVEOC-A11K195O8TK9B9",3
"B004AFVEOC-A1F0PWDJYPO501",1
"B004AFVEOC-A1J9KAA3U8XJVC",5
"B004AFVEOC-A21FCYSY12A37B",3
"B004AFVEOC-A23FNZA9TU221B",5
"B004AFVEOC-A23G0ZRMNS8JDD",5
"B004AFVEOC-A256AP2JZUP2RZ",3
"B004AFVEOC-A261Z7H6TKHTCY",2
"B004AFVEOC-A2A5BSKTA45KPN",3
"B004AFVEOC-A2Z8G7ZB7SY9XN",2
"B004AFVEOC-A3EI34IOZERVUY",5
"B004AFVEOC-A3QHW6D1DJ276V",3
"B004AFVEOC-AA651Y89V8NY9",2
"B004AFVEOC-AN3E3LDU9ETDU",1
"B004B9QNJS-A19FVIYBTDQW05",4
"B004B9QNJS-A1V8TJQI98XEPT",2
"B004B9QNJS-A2049QWX49FJD6",5
"B004B9QNJS-A250KLWIEUO1N",2
"B004B9QNJS-A2JX2B1IDRVK7X",2
"B004B9QNJS-A2YXJ55GJLBEUR",4
"B004B9QNJS-AEXVK1X7KZ3YJ",4
"B004B9QNJS-AZ7UY0TQCW6RJ",1
"B004BX2HOE-A15ZT47DWSCR1Y",5
"B004BX2HOE-A1M8BCM3FTZBMG",4
"B004BX2HOE-A1WYQLEXJH6BZK",1
"B004BX2HOE-A271G3E934S56Z",5
"B004BX2HOE-A2GVNXHAIAFC9H",1
"B004BX2HOE-A2HZP4TCJVGW85",5
"B004BX2HOE-A2KLEPQ7GPOCIX",1
"B004BX2HOE-A34KXKL8AA6ZY4",5
"B004BX2HOE-A3ALIZBRPZJUIC",1
"B004BX2HOE-A3CA1B0FLA10T6",5
"B004BX2HOE-A3FSOXDH9PX8D4",5
"B004BX2HOE-A3KRS5TZ1C3APY",5
"B004BX2HOE-A3PTT177ZSOJW3",5
"B004BX2HOE-A83C3F4X0U3ZW",3
"B004C049JC-A1HLZG88HX2ZQO",5
"B004C049JC-A339NUOCE821QV",3
"B004C049JC-A3G8NWRLD3RM5F",3
"B004C049JC-AAAZIJFRM329Q",4
"B004DPZ2T2-A1OWFPZ0S7QD47",4
"B004E5IGF8-A3BMZCCHNMS1ND",1
"B004EUJD9Q-A16RVW7QFR9EKW",3
"B004EUJD9Q-A3D4PW3EEBG1EG",5
"B004EUJD9Q-AACFIMG5Q1VP5",3
"B004FK3BAW-A1MSRC30JLAV3",3
"B004FK3BAW-A3CJAIBMCGK7W4",1
"B004FK3BAW-ABLYY7000Q9W1",2
"B004FK3BAW-AC6UZ3HFOOR6F",5
"B004FK6SAC-A17FI3OO6ACWFI",5
"B004FK6SAC-A2YI1KAKJZ3MNP",1
"B004FOVZ1A-A1YRGQC0HD8AKB",4
"B004FOVZ1A-A2ZC6G8R7HOGPG",3
"B004FOVZ1A-A333QFWWKW04BU",5
"B004FOVZ1A-A33VJTQW0Y930K",4
"B004FOVZ1A-AQ55H30MZSV0Q",3
"B004H23JXW-A16CDO5H7BASS5",4
"B004H23JXW-A1PV1KUFIF2I9J",4
"B004H23JXW-A1R6YK9EF0PTL0",4
"B004H23JXW-A24228TPK1RL7S",3
"B004H23JXW-A2CF4J7RV73O6H",4
"B004H23JXW-A2JM56BXHS26TT",4
"B004H23JXW-A3H3G2TOP5JL9Q",4
"B004H23JXW-AB4TV90B1XGML",4
"B004HHJWEW-A1YESVK8RCZAD7",3
"B004HHJWEW-ADV2N1JRC7Z8Z",3
"B004HHJWEW-AXT7KYMWMQY65",3
"B004HWZ5KM-AEOF148MSMJAZ",5
"B004HWZ5KM-AU35W9Z50G65S",2
"B004HX2O3W-A3EIEGQEB13045",4
"B004HX2O3W-AEVZJN8JZUGTR",1
"B004HX2O3W-AKYTOKS0STIZO",5
"B004HX2O3W-AUQ9Q309RRHUI",4
"B004KFXTOA-A1CWXDRC5C5C1P",5
"B004KFXTOA-A2EONKCI15YD0Z",3
"B004KFXTOA-A2R0REH4OOZNRM",1
"B004KFXTOA-A3ASKICCBP862",5
"B004KFXTOA-A3R0ZQKAKZK363",3
"B004KFXTOA-A50URXQTWVKQ7",3
"B004KFXTOA-A71GMGVNSIXDG",5
"B004KFXTOA-AF5VTHC494479",5
"B004KFXTOA-AKEYXV7XL56G9",1
"B004LRVNG8-A17HPWGNRSOYC6",4
"B004LRVNG8-A1JT7J98Z3XBKQ",5
"B004LRVNG8-A3GEDDZVJ4KSOG",3
"B004LRVNG8-AQLSBG1SWKZ3K",4
"B004M9POR4-A1PSVO12JP5K0F",4
"B004M9POR4-A2JVWVE7UB7P3Z",5
"B004NLTWFG-A1D708Y4DKPBQB",4
"B004NLTWFG-A342RDEJTEAXUU",4
"B004NLTWFG-A3FAI9KR87XYMP",4
"B004OQDXRS-A16I8OM4KQ2DK3",5
"B004OQDXRS-A1EJHMTL8YK5YV",5
"B004PSSODS-A3MQX7V20ZU5AV",5
"B004PYEIXW-AUIPYNJJ7T4KA",2
"B004QR0BG6-A20MSVZXGMVU4Z",2
"B004QR0BG6-A24NPYR98HDQWO",3
"B004R63J7Y-A1QZ4AQ6TGB51D",4
"B004R63J7Y-A1YPLJB00WBYOO",4
"B004R63J7Y-A2E5I9TCDHAL60",4
"B004R63J7Y-A3AOT7YGN8UOR2",4
"B004R63J7Y-A3GGRG25KZW37U",5
"B004R63J7Y-ASPC79BV6NW4Q",3
"B004SBJHW4-A171T8DMSEJMPI",5
"B004SBJHW4-A1WYA0U0YOLLN5",5
"B004SBJHW4-A23T0MX821SG8V",2
"B004SBJHW4-A3C31XRGEKFCT3",5
"B004SBJHW4-A3GD0QTUX5WAEQ",5
"B004SBJHW4-A3RTL2M7A4DM2N",4
"B004SBJHW4-A3SLC8F6VIWXIR",5
"B004SBJHW4-A3VRJIN4UE8073",2
"B004SBJHW4-AAT4WVSLZ8V6S",2
"B004SBJHW4-AD90WNJ502GMU",3
"B004TS2GJC-A17NZTB8KME3V9",1
"B004TS2GJC-A1A6YVIQ89P5ZR",3
"B004TS2GJC-A2CWIUC0BQE4BJ",4
"B004TS2GJC-AC8EIE9J6RXJW",2
"B004U3HZMO-A1HJI95EZXMLEF",5
"B004U3HZMO-A237DLJR558LZG",1
"B004U3HZMO-AKFMJQBNZM1WF",1
"B004U3HZMO-ART8PPETVLN2T",4
"B004U3HZMO-AUFTMU48Z0MXZ",5
"B004U3HZMO-AY4FKPFCLNDNA",5
"B004UHHPPC-A253DQLLP8WNEN",2
"B004V73OAQ-A3HCFFWNVM0BZG",3
"B004VLXHA4-A2C559L41XEZHP",1
"B004WK6LZ2-A17WA4YGX1CZWQ",5
"B004X6UENA-A19XWTXOU87EXA",3
"B004X6UENA-A29X3JJRLGIABQ",5
"B004X6UENA-A2YF9X8BFDGAS1",4
"B004X6UENA-AIG8TQQWTOGK0",5
"B004X6UENA-AXEETPOLJIA2Z",5
"B004XQJDVY-A3RU6HE8KB7PSE",5
"B004Z1V0WW-A2RK75TTH7DRCP",1
"B004Z2ML1K-A1JTOYYR310AOS",3
"B004Z2ML1K-A1U59GBAYPT96P",5
"B004Z2ML1K-A28P2BH0DHW4MV",3
"B004Z2ML1K-A3KO1Q9YJ0BK0K",3
"B004Z2ML1K-A4M4DZGUN0OVO",3
"B004Z2ML1K-AMD9A0BZM0UV0",5
"B004Z90V88-A1Q8WF66DYKVSL",5
"B004Z90V88-A37HIUGCATBF4O",3
"B004Z90V88-A3UUFACBKC0O3W",5
"B004ZBDW7I-A2T639IINN6BTG",5
"B004ZF0E16-A1PTPJX23PT1CG",4
"B004ZF0E16-A2WW71NUQ1XMIF",1
"B004ZF0E16-A34XKOECLKOY3T",3
"B004ZF0E16-A3NKPX8E0026L3",2
"B004ZF0E16-ALKZXKUZ8EANZ",3
"B004ZLV50E-A1JZS7AREBMHC1",1
"B004ZLV50E-A3U2W0KAQESFQ4",1
"B004ZLV5PE-A2TBWI1591Z17M",2
"B004ZLV5PE-A34GP289118JEY",3
"B004ZLV5PE-AA89D5H3QQBO8",2
"B004ZLV5PE-ADY22LZ9XAYV6",2
"B004ZLV5PE-AETHZPJ6J5UJN",5
"B004ZLYBMI-A2U8H2GSBFQ2IK",2
"B004ZLYBQ4-A2PSZRVUYOH7PP",3
"B004ZLYBQ4-AJ8GD8XK0LIWK",4
"B0051U7CZU-A2RHW1KD8VO7X6",3
"B0051XCNVK-A3HJ8ZPQN5VR7X",5
"B0052TQ4FY-A18GE4ADQH32H8",5
"B0052TQ4FY-A19191PEWQC51",4
"B0052TQ4FY-A19KAV45H1YFNA",4
"B0052TQ4FY-A1SA42N5HHLAHR",5
"B0052TQ4FY-A1VLFF8XGI8A96",5
"B0052TQ4FY-A30QKWNWLLZLST",4
"B0052TQ4FY-A3J5AG30K8Q7QH",2
"B0052TQ4FY-ARZWHZ7WD94F",1
"B005345986-A2OZC0JH37I176",5
"B005345986-A3K4N4OWANT5C1",5
"B005345986-A3MI6HFBGEFO4P",2
"B005345986-A3N9E12S8ENG19",2
"B005345986-A58A4AFVKPP6X",2
"B0053YCD6W-A1KBLZT29AG4N6",1
"B0053YCD6W-A2J9NUWC1B0J86",3
"B0055JCJH8-A2UI33LQWBRUMK",4
"B0055JCJH8-A2WFAVBT3GS9K0",5
"B0055JCJH8-A34JZ13WYV7AIA",5
"B0055JCJH8-A3QODOL4EKAVDF",5
"B0055JCJH8-A3W05CFSN4HIXY",5
"B0055JCJH8-A4R2GRSO30LR3",4
"B0055JCJH8-AAZ5KUB2ZFLY0",2
"B0056E655E-AP0R93539E7KD",4
"B00578HQAW-A20TCL1VOLO9ZW",5
"B0057GL15K-A1UWS9P6OHHI2M",5
"B0057GL15K-AS215BHOUDKQJ",4
"B0057JBFE4-AVZY8DX4SQ6QA",4
"B0058GWR8O-A1MQGYE42KUZYP",1
"B0058GWR8O-A2VOK40OSR8QFI",4
"B0058GWR8O-A341UXLMWWCVHQ",5
"B0058GWR8O-A38P7V4HWU4NL0",3
"B0058GWR8O-AJOXRQB4PSE98",3
"B0058GWR8O-AL32BBFK01MOS",2
"B0058OZE2C-A1UJFQ5U30USCA",5
"B00598BY6W-A1PPAEHY7VZ4LB",3
"B00598BY6W-A3PB9EGGUR00FY",1
"B005C55XJ6-A10TZLQZV8AJ5A",5
"B005DL3DIC-A1JA6FLP3TADXP",3
"B005DL3DIC-A1Q7PWL1KU6F7K",5
"B005DL3DIC-A2FD8C8DLAU0QS",3
"B005DL3DIC-A2I6GTFGV8MI5P",3
"B005DL3DIC-A3VBXQKRM7A4JR",4
"B005DL3DIC-ABTI6TWBUSXTQ",5
"B005FLI78G-A2X1C1TP2SNSMJ",4
"B005FLI78G-A3BIS3AE3X1YUQ",2
"B005FLI78G-A3VZLDKMVAU092",1
"B005FLI78G-ABU12GUKNEGE6",4
"B005FLI78G-AV9XUKAJMGYOU",4
"B005HGKDCM-AE7LH8AM36EYK",5
"B005HYU1YE-A16YKYFYKPTJJV",4
"B005HYU1YE-A238BCI9AWSWGV",4
"B005HYU1YE-AQHJMS9PVMM8W",3
"B005HYU1YE-AUW8KKITIAJB6",3
"B005IDWIMM-A1T31U6W3AZQ29",2
"B005IDWIMM-A3KD66G9G5WYHR",5
"B005J9J6SY-A2CL49ZLRKPTMV",4
"B005J9J6SY-A2LT2IZM2MF1VN",4
"B005J9J6SY-AAI8G6LM4CIFP",4
"B005J9J6SY-APB6HE3QCHRW3",5
"B005J9J6SY-AR45XJCXYV2WN",4
"B005JC48OI-A1J28NB3HT7NMV",2
"B005JC48OI-A77I07HEE7IEH",2
"B005JC48OS-A3DUD7IDFJSLJC",3
"B005JVMDWI-A1EJ789OE9QS77",4
"B005JVMDWI-A2C4SMEM08LZHS",4
"B005JVMDWI-A2N4DEF1BTXV2L",4
"B005JVMDWI-ADEA4GDQS9NSR",4
"B005KMCLIW-A3FYVPR0DBUF86",5
"B005KMCLIW-AQZ4ZERXJFFM3",3
"B005KMCLIW-ASXJVGA1S5DG1",3
"B005KME38I-A2IWJ4484DU5R3",1
"B005KME38I-A2PDJXW2WB3BNL",5
"B005KR01R0-A1MSTVP1O5CGI1",5
"B005KR01R0-A335PG51KMEELZ",1
"B005KR01R0-A5V4YADFEYDHD",1
"B005KR01R0-A8XC13CDY0PVT",4
"B005LSS3L4-A2310LCV722XX7",3
"B005ML7OWO-A1GERASNBBMZ5C",5
"B005ML7OWO-A1IGJDLRSXVA0H",2
"B005ML7OWO-A1R70Y5MVPM1BP",4
"B005ML7OWO-A2HZRVEJ2QW5ER",3
"B005ML7OWO-A2UYFALVQTZFAW",5
"B005ML7OWO-A36H2REFYRXR1M",3
"B005ML7OWO-A37M083SRRDY7X",5
"B005ML7OWO-APGCXG4LQVUU4",2
"B005ML7OWO-AVN67WSO0ALYB",2
"B005MWCT96-AIRH654NZHIOC",4
"B005OWWF66-A1C5SMUIPRXTGY",5
"B005OWWF66-A1XEICR286YYRI",5
"B005P1O1UO-AILOD0WUCHIAI",5
"B005P1O1UO-APKEV5B9JOOB7",1
"B005SNNE1Q-A1SHO5P94QY1LD",4
"B005SNNE1Q-A23OC855UFNS9M",4
"B005SNNE1Q-A3H0355LKN4NGM",4
"B005SSAXSI-A19PN15YXJQFAK",2
"B005SSAXSI-A29GIVFYIGNM79",4
"B005SSAXSI-A2GYE0ETFM54V5",4
"B005SSBCDI-A69Y5Z1S4SNQO",2
"B005SV26GW-A18JIG1EZ0KRPM",1
"B005SV26GW-A2EMDCI2RPLYYY",1
"B005XYGFIY-AVJG5VJOO2F04",2
"B0061GMT4C-A28KYLI7FK6RJ4",5
"B0061P9KUO-A1JXD51W5QT7M5",5
"B0061P9KUO-A2H14W34RYOVTE",3
"B0061P9KUO-A3BWQC7PBNIFJ0",4
"B0062FYYYA-A1W2KI4LGEZ410",3
"B0062FYYYA-A318HXOYAQWWJY",4
"B0062FYYYA-AD4QZUGLI9OSK",5
"B0063GMSY6-A2Z7IU7IUXCI95",5
"B0063GMSY6-A3JXDWGT2BWIOU",5
"B0063GMSY6-ANALM506HKS5D",5
"B00642EWMU-A11NPO5LMVIN48",3
"B00642EWMU-A2VW3CD26T6YK0",3
"B00642EWMU-ANCXQYZW4XWN",3
"B0065VOIB0-A1BBO2SSVOLLH4",5
"B0067M9JBQ-A1F13GTZWNUV1E",4
"B0067M9JBQ-A296J1SOUWDRD4",4
"B0067M9JBQ-A2W16134D5CUY6",2
"B00699JF0M-A24QLVVKZR0CID",4
"B00699JF0M-A33IHO9Q4AFULS",4
"B006AUZYMS-A366LZDL9P9U9E",3
"B006AUZYMS-A3C9231ZO47WG4",2
"B006AZSL7I-A15QAYXL4VLW54",5
"B006FJCLI4-A1EA9Z5HIBFCG2",4
"B006FJCLI4-A1THOLHYV94AOZ",4
"B006FJCLI4-A2PYSSEA88YXG1",4
"B006GCE5QQ-A21B3S8204M5QC",3
"B006GHX5ZS-A23ESXUD7WSQFI",4
"B006GQWTZQ-A3K76F6L1ND87M",1
"B006GQWTZQ-AI1V4GE15F3QR",5
"B006GQWTZQ-AKGMHQ2OHT60Q",5
"B006IE3W5C-A1VGA6TARDTDAO",4
"B006IE3W5C-A2S3AQTJ97HMMJ",5
"B006IGJFBA-A1J3YK465FBO48",5
"B006IGJFBA-A2PMLLQK4W3GDZ",1
"B006IGJFBA-A3LFSINK3JCFAR",5
"B006IGJFBA-AZH1LV4PE71GK",5
"B006OU39QW-AX1VXQS9O9YNM",4
"B006QMB3KW-A13IPKFAI0KX12",5
"B006QNKQOU-A1E58WXD2UN551",3
"B006QNKQOU-A3F7Z4OFA83S85",1
"B006QNKQOU-A3NAI74ETWXYBN",1
"B006QNKQOU-A3TCG06ORBN815",4
"B006QNKQOU-A54N9S04797VP",3
"B006QNKQOU-AJS0CINBZ9UJB",5
"B006QO8QUA-AJ0YCHUSMWCGD",4
"B006ULGWPK-A1H1FFAV9PIWU2",5
"B006ULGWPK-A1KBSCHBTZAPW",5
"B006ULGWPK-A1WQOTKMGHW92N",1
"B006ULGWPK-A215IN14OKAE2T",2
"B006ULGWPK-A24M8D204ZWT0G",5
"B006ULGWPK-A2OIRD7XH1O499",3
"B006ULGWPK-A3917GK6A5G5YW",3
"B006ULGWPK-A3S2MY742EQ27N",5
"B006ULGWPK-AE2US26B796G0",3
"B006ULGWPK-AE602NXZV5T9V",3
"B006ULGWPK-AFM2IDYSAD1O7",5
"B006ULGWPK-APEAAD6YKNQBR",5
"B006V47ONU-A2YL22KMCFZBHH",3
"B006W95VHU-A1OMZB7HQVXZBW",4
"B006XBMY9A-A1C59C9SFCQRE8",3
"B006YCU5MQ-A3186BR2A04SPC",1
"B006YCU5MQ-A33WIPR8JCQXEJ",5
"B006YCU5MQ-A3BZJ7ZKQNN9LY",5
"B0070H63QG-A1GX2OW2EOLGQ8",4
"B0070H63QG-A1V9FWTAH2ZIJ9",3
"B00710MZOQ-A1IBEHOOKVMA3E",4
"B00710MZOQ-A7NXCXUD6CGEM",4
"B00710MZOQ-A81ZBK6KWV18G",1
"B00719F2WO-A1B5M6MZ3AVWO1",5
"B00719F2WO-A31SQH907TUKQ",1
"B00746GV06-A2UXYN13PWPWFM",4
"B0074R1D0S-A14BVT9VO0CPQT",1
"B0074R1D0S-A2NFY2RG6UBN3",5
"B0074R1PI8-A1R57TKPI9NDIW",4
"B0074RE1Z2-A1OVOLNXZC0BQJ",3
"B0074REBX4-AHQTXJQX2584I",1
"B0074RFWMS-A3VR11WFBJ2OZ6",5
"B0074SQUBY-A1YV2M479NH9HO",3
"B0074SQUBY-AOPM863H7CM1G",3
"B0078LXM40-A16F8IW5NK9Y4Q",4
"B0078LXM40-A3I2TQN73JNCB3",2
"B0078LXM40-A6LJ25AFTYRRF",5
"B0078LXM40-A7TN134ZCYCAE",5
"B0078LXM40-A874E3QNLMIQ",5
"B0078LXM4A-A3FGDU5KTHK4UU",3
"B0078LXM4A-A3QMMX8INWXZDH",3
"B0079NIPW6-A2Y9S2SEUVCDVG",4
"B007C0CRDO-A27D04297KM5C",2
"B007HJLCDG-A39I9KF1K2C93W",1
"B007INF67O-A3AOT7YGN8UOR2",4
"B007INF67O-AGMGCR3Y2I11I",1
"B007J5AAW2-AJKED0E1U1G4H",5
"B007LA4QRA-A18NM1EH0CFC49",4
"B007LA4QRA-A4R72A1URXMED",5
"B007LA4QRA-ARQYAF5T1UWVK",5
"B007LA4QRA-AXQA2E3ZGJFH",5
"B007NA9WXG-AJ4CPVOKNSPJH",4
"B007NLA4V4-AYY42K5UWLZ5N",4
"B007OVHW2M-A25EXNY2C2Z4LU",5
"B007OVHW2M-A3UOPKTURIGDD1",2
"B007OVHW2M-ACS7BP75L6U9Q",3
"B007OVHW2M-ALUU3OFWGLU1H",3
"B007P7JF52-ALA98PPJFTENW",5
"B007RQIV42-AP7TXP06SGJZC",3
"B007UOXRS6-A1IYBZ9LXZQZ2T",5
"B007V6F2VI-A1EBCK6AUX3CNK",1
"B007V6F2VI-A2MO84WU7T4Y9K",5
"B007VCRRNS-A11TI9QTABL8WC",5
"B007VCRRNS-A12DVZJ85TSWCD",2
"B007VCRRNS-A1CM7XN43O7AX7",2
"B007VCRRNS-A1W6EXF8GF0DAO",3
"B007VCRRNS-A22LE80UYGVZO4",2
"B007VCRRNS-A28O3MNY9CJOZE",5
"B007VCRRNS-A2G8B8OQ7KUIYE",2
"B007VCRRNS-A2GGITWY28LFJH",3
"B007VCRRNS-A2GMYAXIU4TX57",3
"B007VCRRNS-A2IYEF5MKPMY1E",3
"B007VCRRNS-A2JBKT35YK1X0V",2
"B007VCRRNS-A2MR9PIZ2E84FH",5
"B007VCRRNS-A3999REFC92LA7",3
"B007VCRRNS-A3ARSFTIZDA3I0",5
"B007VCRRNS-A3NJVYVM1U75VQ",3
"B007VCRRNS-A3RS40Q2Y0EXGS",2
"B007VCRRNS-A8R3RZDBNCL88",5
"B007VCRRNS-AF8GM9YPCTCZB",2
"B007VCRRNS-AGIQ8CFQ0T55P",2
"B007XVOXG6-A29NB6F9Z4I6QF",4
"B007XVOXG6-AE89FWQ1HB8MF",4
"B007XVOXG6-AFOGXWMDYRD1M",2
"B007XVOXG6-AOMOK28IP5O1J",3
"B007ZFPWLA-A3ESQX30Q0NWD6",1
"B007ZFPWLA-A3VKRE83QY64OF",5
"B007ZSGR9S-A1110X606PSZJV",1
"B007ZSGR9S-A2DYP8SIC3DQNJ",1
"B007ZSGR9S-A7KAJ8BBVWD96",5
"B0080DJ6CM-A1KGM9ZLOP5OGD",3
"B0080DJ6CM-A2LUV710N2N9GL",2
"B0080DJ6CM-A2Z6E9N06B0KGT",3
"B0080DJ6CM-A9PIN2IP08JSS",2
"B0080DJ6CM-ASPNZH8UOB1ZT",3
"B0080DJ6CM-AXJ1QYBUL86ON",5
"B0080Z767C-AVUJP7Z6BNT11",5
"B00812YWXU-A1OZ0PGAE70JQI",4
"B00812YWXU-A1VDHF0T0AIIU0",3
"B00812YWXU-A1XWC5L91L57CO",1
"B00812YWXU-A3KO13Q0PUEQA4",5
"B00812YWXU-AGSW5DYOBDHCM",2
"B00812YWXU-AQ6XS10RR7CE0",2
"B0081HBX2I-A19BKLBDFWXSAO",2
"B0081HBX2I-A19NT03307KRC1",1
"B0081HBX2I-A2P735WST7XX0Y",3
"B0081HBX2I-A2QBNQC290HM8I",4
"B0081HBX2I-A320TYG2A9IDTY",5
"B0081HBX2I-A3ER9L0HGRPNK7",1
"B0081HBX2I-AJXYP4PO77PAD",3
"B0081HBX2I-AO0ZYAJZXYGDP",3
"B0081HBX2I-ATKD7TCDFCKS3",2
"B0081HMG9M-A12WS4Y2YFHW2L",2
"B0081HMG9M-ATYA5H6H9J43F",5
"B00836Y6B2-A2I24C67F7ARU0",5
"B00836Y6B2-AI5YE43146MZJ",4
"B0084H23CY-AXQN17S84GO6V",5
"B0085EIE38-A3BHFLWWDHNR2X",3
"B0086ZV2M6-A2XOMRT015C3VQ",3
"B0086ZV2M6-AAPRKGY5ZZ9XQ",4
"B008B0T67Y-A1KW1XPD5VKZFB",2
"B008B0T67Y-A2BL3PR5XMZ7P8",4
"B008B0T67Y-A2F3H63MYPZQFJ",3
"B008B0T67Y-A2PSRCWTO8702M",2
