"","V1"
"B00DRNAT7G-A2EO0N5Y0V22QY",3
"B00DRNAT7G-A2IOXLV2XXNLUM",4
"B00DRNAT7G-A2T75FFX10WWHF",1
"B00DRNAT7G-A3AGESAVPPXJO5",5
"B00DRNAT7G-A3OHJS5Q9C4IYS",3
"B00DRNAT7G-A3OYNXE180J5A4",1
"B00DRNAT7G-A3UH1JAOIQGO95",3
"B00DRNAT7G-A5DHNLL2I6KRZ",5
"B00DRNAT7G-AARQN4L95CGAF",2
"B00DRNAT7G-ABSHNVGZXH3G0",2
"B00DRNAT7G-ACQ9ANN3UV25U",2
"B00DRNAT7G-ANUU2VQ6B3YJY",3
"B00DRNEV9S-A1FW6C670SP8J1",4
"B00DRNEV9S-A1NJ5RBY0DPS8Z",1
"B00DRNEV9S-A1NPA4B9HE204C",1
"B00DRNEV9S-A1SAW5J7HBCLZW",4
"B00DRNEV9S-A25R74RC15G7T6",1
"B00DRNEV9S-A26YTS9KCSHN9L",5
"B00DRNEV9S-A28V8D7YWCG5HP",3
"B00DRNEV9S-A2BRLBYVORZZK",5
"B00DRNEV9S-A2M9THX6VO21P3",2
"B00DRNEV9S-A2VJ16AOXTO59X",3
"B00DRNEV9S-A33O9LO7CS5XQ8",1
"B00DRNEV9S-A397K7YWWB7KZ6",1
"B00DRNEV9S-A3PY4WTUMBBQN4",5
"B00DRNEV9S-A9Q7LHZXP4TF0",2
"B00DRNEV9S-ACIL0MIQ8PYYZ",3
"B00DRNEV9S-ANOT0CH42XV9J",1
"B00DSR62KY-A158W41CL9KSNO",4
"B00DSR62KY-A1WZ6PQZG1V3B3",4
"B00DSR62KY-A1ZBY66I6DUGRM",4
"B00DSR62KY-A25ZELE0Z90Y21",4
"B00DSR62KY-A3CSS1PG5Z5ZKE",4
"B00DUJ6TYY-A1RTVWTWZSIC94",3
"B00DUJ6TYY-A24KK1553M5HF3",1
"B00DUJ6TYY-A26GSGRBCRZOJB",3
"B00DUJ6TYY-A2YF0NQ9KXHOQX",4
"B00DUJ6TYY-A3BE720CXUHXHL",3
"B00DUJ6TYY-AS0VMHJOSVE2A",1
"B00DUJ6TYY-AU4NMYZLKS9C6",2
"B00DV55U06-A1ISWO8HZQ1NQC",3
"B00DV55U06-ANU1ZEWZL1RA8",5
"B00E451128-A3G95URYOVEXQY",3
"B00E5WISFS-A3Q64M5CKMH0F4",1
"B00EAYWESI-A2F1KUB1AGH8D7",5
"B00EIA7O84-A1WI9KXDSUUO9U",1
"B00EIA7O84-A306EW9J2KMPZC",3
"B00EPCQN4G-A1AP1T1208V6SS",1
"B00EPCQN4G-A1SOWZHV2098WS",1
"B00EPCQN4G-AGYM4JLYWD9PH",2
"B00EV54ZZQ-A1C114LMJ1TDL8",1
"B00EV54ZZQ-A2WQX1NMPR6170",5
"B00EV54ZZQ-A3FE77TIRM6UZC",2
"B00EV54ZZQ-A3MQUT0VA54DJH",1
"B00EV54ZZQ-AMAMF93W8LHJ3",4
"B00F0FVKN6-A18MQOW2I6HRJP",5
"B00F0FVKN6-A2JEAQXF9EKPXU",2
"B00F0FVKN6-A3SFJI3OMM36JW",1
"B00F0FVKRM-A1AT3INB0TBBIF",5
"B00F0FVKRM-A21B79KP8CS35R",4
"B00F0FVKRM-A28MRVIY40H1LW",1
"B00F0FVKRM-A2VWVWGY5S45EX",5
"B00F0FVKRM-A35WCBIZD67YFT",1
"B00F0FVKRM-A3EOE61K8MMT7H",1
"B00F0FVKRM-A3MXN1W7VVQADZ",4
"B00F0FVKRM-A3POC2J5YGWEX8",3
"B00F33OE06-A1A39H6UHS0IK3",2
"B00F33OE06-A27C2FDIVD25AV",1
"B00F33OE06-A2H7DRS2VB3RMZ",1
"B00F33OE06-A2K8LKJ5MJYFS5",4
"B00F33OE06-A5Q6HIILKDTXM",1
"B00F33OE06-AB0QR7MHUE1J6",4
"B00F33OE06-AM76P07QZ8ZRH",1
"B00F33OE06-ASPV711VF5535",4
"B00F33OE06-AUWZ1CAP5JL1J",4
"B00F5NG4FC-A2VK1R5ALBNKHP",1
"B00F5NG4FC-A397VK8CU467I4",1
"B00F5NG4FC-A3E470Y53IE0IH",1
"B00F5NG4FC-AOIZ6RSN1RA9Q",1
"B00F5NU7EQ-A3DX0469HLZWJC",1
"B00F5PGBEE-A24UZ7XOO654OY",4
"B00F5PGBEE-A2NP9Y6QQ87HMW",1
"B00F5PGBEE-A3E1VE1XAGPMOO",2
"B00F5PGBEE-A3LJUURCQOOML5",1
"B00F5PGBEE-A90LPP78W5YFO",5
"B00F5PGBEE-A9BKSI2T0W7T9",1
"B00F5PGBEE-AP8688Q6JNFSX",4
"B00F5PGBEE-ATYBSN7GB5TM0",3
"B00F72JW8M-A33LIU2Y3MTUQS",4
"B00FLJDYJY-A1DNGP7LPYZFC2",3
"B00FZJDPLC-A235R08UO6AY3G",5
"B00FZW1JNA-A357ZT58BWKQJW",3
"B00G2AMH9Y-A350LGR8FF36ZS",3
"B00GNK4R8M-A37P9JZDFCG6NP",2
"B00GNK4R8M-A3CGG1ONWLDXLI",2
"B00GNK4R8M-A3R5QX5LXQ3K7V",5
"B00GO4GKR8-A37QAPBTLGZD60",3
"B00GXJOAGM-ALNJ5Z78SQJQ9",3
"B00H3K9VFA-AQDOE0JCH2U1P",4
"B00H50DVPE-A18XGPTMJYZPNL",4
"B00H50DVPE-A1HYEJC75W0YXB",4
"B00H50DVPE-A1I8Z6NP5XNA93",4
"B00H50DVPE-A1V7XY1H2SGL9G",5
"B00H50DVPE-A23NSKTMSPPBTR",4
"B00H50DVPE-A2A4900PSPB3S9",5
"B00H50DVPE-A2BHZ5FZH3EN5P",3
"B00H50DVPE-A2DA1A5U7FOOQO",3
"B00H50DVPE-A2DOIHH8WBLWTS",1
"B00H50DVPE-A2G9T7EEGTPQIF",1
"B00H50DVPE-A2HCIL8O8G98EL",3
"B00H50DVPE-A2I0ID2RH11NEF",4
"B00H50DVPE-A2I3MZ7Z7SNRD3",4
"B00H50DVPE-A2LIZL02EFS30J",2
"B00H50DVPE-A2V9FXPA7FV6EL",3
"B00H50DVPE-A2XBEBXA0TOW0C",4
"B00H50DVPE-A2ZZPL6ZK4V1SB",4
"B00H50DVPE-A3JPK42XQKQZSX",1
"B00H50DVPE-A3M8Y9WI2FJIUK",2
"B00H50DVPE-A3QWMJ28PFFEEY",1
"B00H50DVPE-AJFCTI4CVV3AP",2
"B00H50DVPE-ALR0GLCNEGB5V",2
"B00HWB39IA-A2JS1C3SIVMPVX",1
"B00HWB39IA-A3MPHCT729DE3H",1
"B00I0ECBG4-A3A0G9FKXAQK7",1
"B00IN8L5Y6-A2RLY72STBNW7X",4
"B00INEIZN4-A2H3XOGH8DOJ2E",5
"B00ISAUWRK-A23BDW77VQTNEL",4
"B00ISAUWRK-A324XT356HWN6L",1
"B00IVI3LWM-A2ZTDAUYATPP1K",3
"B00IVI3LWM-A3EMRH1KENP0XU",1
"B00J4TK4A4-A3SYA20VHZWQYD",4
"B00J4TK4B8-A1DC3EK9XOVTH6",1
"B00J4TK4B8-A1MM08Q2XIQCHX",1
"B00J4TK4B8-A1YTYTCBXBIZYM",1
"B00J4TK4B8-A27D8WER8KYV08",1
"B00J4TK4B8-A3KTR44B623HDR",3
"B00J4TK4B8-A3M571N56W93K8",3
"B00J4TK4CC-A18443LNRDVJ0M",1
"B00J4TK4CC-A199YA3KVHOJD0",1
"B00J4TK4CC-A29BWIHTXJ9PDK",4
"B00J4TK4CC-A3MKCLH8EC6J7P",3
"B00JB4RQBC-A16C0EILY9KJ08",4
"B00JFNDLRC-A2MAXX1B8K6BA5",3
"B00JFNDLRC-A5V8KKORK8JRV",4
"B00K0TEJDA-A1BM35U81EGB5J",1
"B00K15KRV6-A2HRLO92IUC315",4
"B00KH8HNIW-AVKADZ0I1PKQ7",1
"B00KROR74G-AO041JGGWYQZR",4
"B0042ORU08-A10NYOPZKHY6N7",4
"B0042ORU08-A1RNBR3YDP6LTG",2
"B0042ORU08-A250I9ASXF968Q",2
"B0042ORU08-A25H5WTDRPE55C",4
"B0042ORU08-A2F5YJXV43ZIX4",2
"B0042ORU08-A2SZZQ1I7OD548",2
"B0042ORU08-A2XCGJZ4JIHSMG",3
"B0042ORU08-A306OFG7YDMLJE",3
"B0042ORU08-A3BZWBEIMV3TF7",3
"B0042ORU08-A3HZIUNLNLD3DO",1
"B0042ORU08-A3S3DWC1A77BHD",2
"B0042ORU08-A5NKAO6MW1F1N",5
"B0042ORU08-A6X69SB5S70UJ",2
"B0042ORU08-ALZLWW3VMGB6",2
"B0042ORU08-AQRAS08FFH21B",2
"B004B9QNJS-A14FEX1S78U84G",2
"B004B9QNJS-A18L4F2QX9L3DA",1
"B004B9QNJS-A1D1BKIOU9AEAF",2
"B004B9QNJS-A1PCY48TEXY5M6",1
"B004B9QNJS-A1QENN1UJDVUJW",1
"B004B9QNJS-A1SF47FMLWWUN0",2
"B004B9QNJS-A1TZXRA4B5F0HM",5
"B004B9QNJS-A1USKQYCAT0L50",1
"B004B9QNJS-A1VHTNBZ7K6S4N",1
"B004B9QNJS-A1WGR5AMB86J5T",3
"B004B9QNJS-A1WZY7GBO4BP4G",2
"B004B9QNJS-A20G70MT3MC2QL",2
"B004B9QNJS-A21N5XUK5MKF9B",1
"B004B9QNJS-A26AZ9IBDUAH3P",3
"B004B9QNJS-A2865XS51T7JPS",2
"B004B9QNJS-A28AJXJXJ3AVBB",3
"B004B9QNJS-A2B4JPY7C4NGCX",3
"B004B9QNJS-A2EH1PD0IJOAI9",5
"B004B9QNJS-A2ETSS5F43497G",4
"B004B9QNJS-A2F2O6Y1NS0SVF",2
"B004B9QNJS-A2FP1VAXMLALJL",2
"B004B9QNJS-A2FR03OAYF6HNW",2
"B004B9QNJS-A2IOAPNP5N4X1L",3
"B004B9QNJS-A2K3ZART07DT5P",1
"B004B9QNJS-A2KHBTFRQQ6GQ4",5
"B004B9QNJS-A2NMA60AMEF523",2
"B004B9QNJS-A2QQGD397V146B",4
"B004B9QNJS-A2TC4U47J6ZVDE",4
"B004B9QNJS-A2U23OUETP0LSN",5
"B004B9QNJS-A2WKGF2N62RC9Y",1
"B004B9QNJS-A318FRMOFWCCEZ",5
"B004B9QNJS-A31SY8FEXFD0DQ",2
"B004B9QNJS-A33ITTDAUQAFSE",2
"B004B9QNJS-A39F8Q07DGDSUR",3
"B004B9QNJS-A3BWYQBCFPJLLI",2
"B004B9QNJS-A3EYQB0L313AV9",2
"B004B9QNJS-A3J5I9G0TZN5F0",3
"B004B9QNJS-A3KVO0BZ3UTG8Y",1
"B004B9QNJS-A3LSVC3Q0FM51W",2
"B004B9QNJS-A3RKC2NO8TIGNH",3
"B004B9QNJS-A3S0W4LNW27N8E",1
"B004B9QNJS-A3S1ZX7NN3ENHA",2
"B004B9QNJS-A3TGSQ2TLOA8K0",1
"B004B9QNJS-A3X1BWJPYEUMG",3
"B004B9QNJS-A80OIRSHZ0U61",2
"B004B9QNJS-A9DW3IODLLHJG",3
"B004B9QNJS-AD0PUQEISC05M",2
"B004B9QNJS-AD238GWTWMH4Q",5
"B004B9QNJS-AD282G4SASSBE",3
"B004B9QNJS-AGFEZ7HM9AXHY",1
"B004B9QNJS-AJ03JM0FEHA21",4
"B004B9QNJS-ANOT0CH42XV9J",5
"B004B9QNJS-AOHA6U6DV28B7",4
"B004B9QNJS-ASJPU6UZPPHAG",2
"B004EUJD9Q-A13SMHX1RN73X0",1
"B004EUJD9Q-A16Q5FOLH2JRJH",2
"B004EUJD9Q-A1JHMP3IHMBOPX",3
"B004EUJD9Q-A1KTR5BR3HUL5O",2
"B004EUJD9Q-A1Q4URZ6FP7BLN",3
"B004EUJD9Q-A1SILSONBUDNU6",3
"B004EUJD9Q-A1V8ACVVKYLRZJ",3
"B004EUJD9Q-A1Y9BCTKUOAE8P",1
"B004EUJD9Q-A1YTV2KPIXHL9A",3
"B004EUJD9Q-A242PCQODRHX7C",5
"B004EUJD9Q-A26TK27HEOVNKV",1
"B004EUJD9Q-A2BEVMPSDZPAT6",5
"B004EUJD9Q-A2DTON0PCYL2M",5
"B004EUJD9Q-A2GUDKMTUL09TR",2
"B004EUJD9Q-A2ISUJYMI760TP",1
"B004EUJD9Q-A2RZ8O3CJS22JU",3
"B004EUJD9Q-A2TVDPZ6VZZAXP",2
"B004EUJD9Q-A2Y3W2GE91EFGY",1
"B004EUJD9Q-A324XGG717ENFW",2
"B004EUJD9Q-A3EWE1CWTE46PA",3
"B004EUJD9Q-A3KB65D0ZVWW8",1
"B004EUJD9Q-A3M9WB5C1M6SXC",2
"B004EUJD9Q-A3QWMJ28PFFEEY",3
"B004EUJD9Q-A3RR3PDK3FX6CO",3
"B004EUJD9Q-A6WL0IA7XTTFM",3
"B004EUJD9Q-A8IQHYFOQBG2K",1
"B004EUJD9Q-AADUG9XEQU5IT",2
"B004EUJD9Q-AD2RNT5LL15TD",2
"B004EUJD9Q-AHWZY3CHSR03A",1
"B004EUJD9Q-AIJXPSZSH4C6N",1
"B004EUJD9Q-AQU6JKME220H3",2
"B004EUJD9Q-AV8QCPGZW0SDQ",4
"B004EUJD9Q-AXI4YM4DITTLJ",3
"B004EUJD9Q-AZFM8WLJBN0BG",1
"B004H23JXW-A1028570T30U4S",1
"B004H23JXW-A144S6NLBEUKYU",4
"B004H23JXW-A14F9TMPWIPGIJ",3
"B004H23JXW-A14SNP8L8VU8C6",3
"B004H23JXW-A14UJX6ZPR1F2L",5
"B004H23JXW-A14YJ6CBRQ65BR",2
"B004H23JXW-A15T8VQA9555WZ",3
"B004H23JXW-A163Y0KXIAQKZR",1
"B004H23JXW-A1EKU9SSC5H8HR",4
"B004H23JXW-A1IYX2QRTR0S01",4
"B004H23JXW-A1NEF8QE795T3N",3
"B004H23JXW-A1O7VCSYVEKOZL",2
"B004H23JXW-A1QBRU4RIV4PUD",2
"B004H23JXW-A1QGW7ZCY0TO5V",4
"B004H23JXW-A1U6956R69VJ8D",2
"B004H23JXW-A1UHT2U1QII2O1",4
"B004H23JXW-A1UKBQT2TMTZPR",2
"B004H23JXW-A1YQB22Q059H29",4
"B004H23JXW-A1ZJ58H2DOJDQV",4
"B004H23JXW-A1ZV77X20YMVLT",2
"B004H23JXW-A211YF1RULPJAB",4
"B004H23JXW-A21YLITBT8WRCQ",2
"B004H23JXW-A22YKX8EPCW8NT",2
"B004H23JXW-A24XU8EE2F3GCV",1
"B004H23JXW-A255PV39PMQYM2",1
"B004H23JXW-A26GPTQJELAIJF",4
"B004H23JXW-A28QLA55LCO63Q",1
"B004H23JXW-A2A6H85DKA9J9F",4
"B004H23JXW-A2A7TCHS34GT7Y",3
"B004H23JXW-A2AYSP4CAG40PD",4
"B004H23JXW-A2C0TINGCH1OIU",5
"B004H23JXW-A2CBYGMX1S6KS6",2
"B004H23JXW-A2HHKHIVTSS97N",1
"B004H23JXW-A2LAVAR28C93KV",3
"B004H23JXW-A2QAFE7OW8VJOQ",2
"B004H23JXW-A2QU9J9A37JH68",3
"B004H23JXW-A2SWLHNNCYTR5A",4
"B004H23JXW-A2UCUJMUTRNCW9",1
"B004H23JXW-A30PVJRUTPWAP7",5
"B004H23JXW-A3339FIZ5UEXRA",3
"B004H23JXW-A37GDZL94E8PJJ",2
"B004H23JXW-A38O0YZZGYGT6M",1
"B004H23JXW-A3905OSP462E2D",4
"B004H23JXW-A3A2F8VCYI2VXV",4
"B004H23JXW-A3BH6WR4F2DRGD",1
"B004H23JXW-A3E6TPAS90C5JH",4
"B004H23JXW-A3G2WSEUZTMH7I",1
"B004H23JXW-A3GT71K9VO0LYM",1
"B004H23JXW-A3KJA00DM6B96A",1
"B004H23JXW-A3KMR0XE5WFW9B",2
"B004H23JXW-A3OMF440LMHMHO",2
"B004H23JXW-A3QVQRBUIGMP42",4
"B004H23JXW-A3S89JIER3RYY1",4
"B004H23JXW-A57YHMHWLPWUE",4
"B004H23JXW-A7E8ZGI9L9HFW",2
"B004H23JXW-AGWIS4SAM113Q",3
"B004H23JXW-ASCDK74VPIUXS",3
"B004H23JXW-ASGC7UOF1HE51",1
"B004H23JXW-AW6X5L37Y3PPF",2
"B004H23JXW-AYOVFK0ZZXWUG",1
"B004H23JXW-AYPG6NZR3DCWE",4
"B004OQDXRS-A1FL75FZZB5FKR",2
"B004OQDXRS-A3GI3BDXN2DW5E",4
"B004OQDXRS-A3PHT1TVWUYGNZ",2
"B004QR0BG6-A1P5QF8QXIMZTD",1
"B004QR0BG6-A1RU738NQTH8HG",1
"B004QR0BG6-A263D8WJVIJQ3Q",4
"B004QR0BG6-A2CG6E71ZAL87E",4
"B004QR0BG6-A2R1BUCTGCN2FV",4
"B004QR0BG6-A2VHCHJNRM8724",5
"B004QR0BG6-A313SSKBZI3XZ5",3
"B004QR0BG6-A37IDK47FKAXFU",1
"B004QR0BG6-A3COWFYQIEVHIJ",3
"B004QR0BG6-A3H3GK3W6ENQ7Q",3
"B004QR0BG6-A3L0D31FTM90NG",3
"B004QR0BG6-A62I44U9WDTOQ",5
"B004QR0BG6-A70XDZS82JYTN",3
"B004QR0BG6-AHDIX8XASFVG9",2
"B004QR0BG6-AMSTPO91EYDN3",2
"B004QR0BG6-AZK55GBB3UD7R",5
"B004U3HZMO-A1A7Q5F3QR7I1D",3
"B004U3HZMO-A1AHA2AK60IHJ3",3
"B004U3HZMO-A1F83J54GBP6T4",3
"B004U3HZMO-A1G3VZPDBHJXLX",2
"B004U3HZMO-A1PB3LLBU84AAQ",2
"B004U3HZMO-A1RM7Z5X9QFGGB",2
"B004U3HZMO-A1V3LL6JA3FWL",2
"B004U3HZMO-A26E9LGY9LWE16",2
"B004U3HZMO-A288KM9T46N3NZ",3
"B004U3HZMO-A32I2F2QCTRP8K",3
"B004U3HZMO-A350VMMDYIBIA7",2
"B004U3HZMO-A3EBJ0F741V6DJ",1
"B004U3HZMO-A3TBRVEHA907VE",2
"B004U3HZMO-A3TIG84RYT9UVQ",5
"B004U3HZMO-A3UNX1D5PDG287",2
"B004U3HZMO-A6KDSM0H24VA9",1
"B004U3HZMO-AFIJQ8UPED1QV",2
"B004U3HZMO-APY911RSF69B9",3
"B004U3HZMO-ASZTJ8U96RKJZ",1
"B0055DSUZY-A1AKYNUYRSCIKT",2
"B0055DSUZY-A1G8GL1V32XI7Q",3
"B0055DSUZY-A22CRPU26DHQ5Q",1
"B0055DSUZY-A22FW4M8PJWPWC",3
"B0055DSUZY-A3KH4PYFC6J7IR",2
"B0055DSUZY-A3SCGR23NGHORY",2
"B00578HQAW-A1H6PC5NEKZQ0C",3
"B00578HQAW-A1QRLIJ4F7QWW7",1
"B00578HQAW-A1WORUI69G75ZS",1
"B00578HQAW-A25ZTPP9S13YSN",2
"B00578HQAW-A27JNIR8ZZ2QZF",1
"B00578HQAW-A29GGPU68MNL2U",3
"B00578HQAW-A2RVE4S2F8JB5V",1
"B00578HQAW-A35KECYKXLM2QT",5
"B00578HQAW-A3MAXG1QABCTPK",2
"B00578HQAW-A9E7C07U1L0O",3
"B00578HQAW-AJES6GDNZ6XUG",1
"B00578HQAW-ALPLZS99F6OJ4",1
"B00578HQAW-ARCUDICJ6LL4X",2
"B005FLI78G-A10PUMNYQ6VDQ3",3
"B005FLI78G-A195H408ZRE24",2
"B005FLI78G-A1ECGU955IR81W",5
"B005FLI78G-A1FFOKIJUC6T71",3
"B005FLI78G-A1QMHKIY7EKDPA",5
"B005FLI78G-A1TCTJRPFMS8T1",1
"B005FLI78G-A1UUUFV8X6DJO7",1
"B005FLI78G-A212PC506WC2BY",2
"B005FLI78G-A2252Y1XV52HRC",1
"B005FLI78G-A26ZQB998ZZ43K",2
"B005FLI78G-A2AYIQ6GKHDKVD",2
"B005FLI78G-A2EKYHB5U3WOMO",2
"B005FLI78G-A2OQJ21LFQSC7H",3
"B005FLI78G-A2P5ZL47EVH841",3
"B005FLI78G-A2QMS2AJS4RWCF",1
"B005FLI78G-A2TAY6R2EK79PS",2
"B005FLI78G-A2XMYBWJFR6TQY",3
"B005FLI78G-A2XPXSJO6SQEVU",3
"B005FLI78G-A33SUTMGGHA57G",3
"B005FLI78G-A36R0JLCUKVWNP",1
"B005FLI78G-A37R13DXHBWVWZ",2
"B005FLI78G-A3CKFMG9CBZH53",3
"B005FLI78G-A3CMFRZ259IKTG",5
"B005FLI78G-A3FHKLMSTXR6YA",2
"B005FLI78G-A3HQEMO8WKHLIQ",3
"B005FLI78G-A3I8RG7T7GQRU1",5
"B005FLI78G-A3K5I39VJGQLXK",1
"B005FLI78G-A3KITUM8IDKM26",5
"B005FLI78G-A3N374NER4RC9Y",4
"B005FLI78G-A3S7RGYKBVDGKS",1
"B005FLI78G-A3T5HMK48WDR08",2
"B005FLI78G-A3UT4UCR6LDANK",4
"B005FLI78G-A4Q2ND2GC6JVA",2
"B005FLI78G-A6WJW8PYRPPNR",3
"B005FLI78G-AC4PSBUYJYF2N",5
"B005FLI78G-AEGGTZ9RO40V2",3
"B005FLI78G-AEMZSAHESWZ5N",3
"B005FLI78G-AHU0FNYN9XE6J",2
"B005FLI78G-ALPZ4T4SHYMPS",1
"B005FLI78G-AP2UHRY4R4B8Q",5
"B005FLI78G-AQ1L8HH6FGKU4",5
"B005FLI78G-ARHHRAD2N15WL",5
"B005FLI78G-AS0S6TD482ZCE",2
"B005FLI78G-AT93WF5H6YSLU",3
"B005FLI78G-ATI9NWEPRB98",3
"B005FLI78G-AZD4NPRHWN8AU",3
"B005VIWMCU-A2IPVYAWNSBVSD",2
"B005VIWMCU-A31T9KETHP4TIV",2
"B005VIWMCU-ALR1TOAEDURMX",4
"B0061P9KUO-A10LXZ6KNQW4HW",1
"B0061P9KUO-A11CKDW2H73OGK",3
"B0061P9KUO-A13VVS7JB9144F",3
"B0061P9KUO-A19C1IUT0A3OVS",5
"B0061P9KUO-A1AFX4DQQK7QMY",2
"B0061P9KUO-A1GVV7U9898QLM",2
"B0061P9KUO-A1ZDFHH9Q0KS4S",1
"B0061P9KUO-A270XKT1YMNOM0",3
"B0061P9KUO-A2JKVFMQXXEP3V",1
"B0061P9KUO-A31SDUROBOBUCR",3
"B0061P9KUO-A37V53CDWZFK2N",3
"B0061P9KUO-ABQIHLFJLOHS7",2
"B0063GMSY6-A1PURERN2XIH03",3
"B0063GMSY6-A2VDX0896VY5M0",1
"B0063GMSY6-A2YMWWC5N0W9NC",2
"B0063GMSY6-AM24NNBD0UAZ7",3
"B00642EWMU-A1DJQC7Z5E0NTG",1
"B00642EWMU-A1GUAMUWB0BSXE",3
"B00642EWMU-A1I08L0YDH2LKU",1
"B00642EWMU-A1MHDBZ4EPYLFA",3
"B00642EWMU-A1OZGV36KIAUEZ",2
"B00642EWMU-A1P9N7WNDJF9F2",1
"B00642EWMU-A1S84GP8QSEPVP",1
"B00642EWMU-A21MSUXFY9KYZ0",1
"B00642EWMU-A2RUBA2E0SOZCY",2
"B00642EWMU-A30RENCGNIHK8Y",2
"B00642EWMU-A338QEWTFYAQQF",2
"B00642EWMU-A7KBQ99ZRPYIX",1
"B00642EWMU-AO0316BKGCA8X",1
"B006AUZYMS-A1O312WFAPUNHS",4
"B006AUZYMS-A27CWCLJE7GPQ4",1
"B006AUZYMS-A27Q2CYVP1VSMF",1
"B006AUZYMS-A2888B60UB5XYE",1
"B006AUZYMS-A2POA6ILQZ74W9",1
"B006AUZYMS-A38711I191A2V1",1
"B006AUZYMS-A3PREBVFSU9OY1",3
"B006AUZYMS-A9N65CF4K7XC7",1
"B006AUZYMS-AG0OGVGSWY92W",1
"B006AUZYMS-AH2DR8VAWYFC7",1
"B006AUZYMS-AR6CL31O2V44P",1
"B006AUZYMS-ASWZBGXHSF65S",2
"B006AUZYMS-AV99I7AAPIRBA",2
"B006AUZYMS-AY1QT8FCJ9B1O",2
"B006HXJ40G-A11QTK3JULQ54S",2
"B006HXJ40G-A14B54DBYQB943",2
"B006HXJ40G-A1C77OKE3J9ROD",1
"B006HXJ40G-A1COEKPEWT9GPG",4
"B006HXJ40G-A1FCO31UGQCVOG",2
"B006HXJ40G-A1OHLCKAEXUSI0",2
"B006HXJ40G-A1WQOTKMGHW92N",1
"B006HXJ40G-A20ALVZIM5QXFE",2
"B006HXJ40G-A24FPCJ5VGEQ01",2
"B006HXJ40G-A2GL8LJW1QFMGE",2
"B006HXJ40G-A328JY0EST216H",2
"B006HXJ40G-A32TKUCRRJJJ7J",1
"B006HXJ40G-A3APX5O74OR8VX",2
"B006HXJ40G-A3MF35WBP0G1VG",1
"B006HXJ40G-A3MWWEK8XUEUDI",2
"B006HXJ40G-A3TZZIKV8AOVWU",3
"B006HXJ40G-AGFRA34VQE2EX",3
"B006IGJFBA-A1LOFK1LGXGPUC",2
"B006IGJFBA-A1WBD2FRI2S3SM",2
"B006IGJFBA-A22PEGJC2RNSNL",2
"B006IGJFBA-A276TKD6R2O74O",5
"B006IGJFBA-A29OH3JI952QW3",2
"B006IGJFBA-A2QUE7MPBH71RP",2
"B006IGJFBA-A35QWAASGDTXAN",3
"B006IGJFBA-A3IHDQMMP93ZF6",1
"B006L9G20Q-A1856OQQIGRMG3",3
"B006L9G20Q-A2WLBDNWWWF9GV",3
"B006M173LA-A3L9LHR3PHAJNC",2
"B006OU39QW-A114B3DS48X5YX",1
"B006OU39QW-A15ERBIPPS3U8U",4
"B006OU39QW-A1BADRPSDAX3OE",2
"B006OU39QW-A1IR0W67NRRP9M",3
"B006OU39QW-A1IZXPV5XAI3HJ",5
"B006OU39QW-A1S079P70W0LXA",3
"B006OU39QW-A1V27RV5GFWNIP",2
"B006OU39QW-A1W18JDKC8HFV4",3
"B006OU39QW-A22OYF1R3O02BY",2
"B006OU39QW-A26JS8UINZMJZI",2
"B006OU39QW-A27S9FH40J97TT",2
"B006OU39QW-A329F1G7CM779",3
"B006OU39QW-A3732XGVMVUZPO",3
"B006OU39QW-A38XA8ZSLV3TRE",3
"B006OU39QW-A3VMGC2Y6JMMQB",2
"B006OU39QW-A661XTYKH8V8D",2
"B006OU39QW-A9OYVUKPGK1AU",3
"B006OU39QW-AO5D9YYBCY4XF",5
"B006V47ONU-A16GFO3U5UN5V6",3
"B006V47ONU-A1NXF3BLIM2W5R",3
"B006V47ONU-A1RH0G2VHIMISS",2
"B006V47ONU-A1UKH3JCDE7T83",2
"B006V47ONU-A1XDEDCLQSFM7W",1
"B006V47ONU-A1Z6NBXOM4MKTQ",3
"B006V47ONU-A2AK38NMH8BSJI",1
"B006V47ONU-A2F5527X7X1IX2",2
"B006V47ONU-A2FUD7TNC8HRYG",4
"B006V47ONU-A2J7M47PAT7XCA",3
"B006V47ONU-A2JC1HWPTYBABH",2
"B006V47ONU-A2MT1J5RUC0I1",1
"B006V47ONU-A2OAAQN683M7TP",2
"B006V47ONU-A2RV7W7NG61QV6",3
"B006V47ONU-A2Y505AAL6MIAC",1
"B006V47ONU-A385OTCCQMJ8IV",5
"B006V47ONU-A3C2G1FQ4OULYP",2
"B006V47ONU-A3CIB2KJCQ22G5",4
"B006V47ONU-A3FV1QP641OW0D",5
"B006V47ONU-A3LP8PP2H1OQLF",1
"B006V47ONU-A3S47YGM5CLVR6",4
"B006V47ONU-AAP93AVP1AN2Y",4
"B006V47ONU-AFGIDL5AZBOMO",2
"B006V47ONU-AGUX1NG80246F",5
"B006V47ONU-AKXLMHEO2FN5W",4
"B006V47ONU-AS0L1G4RRE5WI",1
"B006V47ONU-AZPHQKWIJPQWE",4
"B006XZYTEY-A3B6S44DWKWI3Q",5
"B006XZYTEY-AWWW84R8Q4JG9",4
"B006YCU5MQ-A1OOYYWEHQ1LWP",2
"B006YCU5MQ-A24061IKK6H9OI",2
"B006YCU5MQ-A25QRTIF9QA7KO",1
"B006YCU5MQ-A26B3RVPUAZ019",1
